DATE/TIME;SYMBOL;OPEN;HIGH;LOW;CLOSE;EVOL % CLOSE/HIGH
2022-01-05T00:00:00+00:00;MIDBEAR/USD;0,00012230;0,00012340;0,00011595;0,00011715;-4,4
2022-01-04T00:00:00+00:00;MIDBEAR/USD;0,00011885;0,00012540;0,00011195;0,00012230;2,82
2022-01-03T00:00:00+00:00;MIDBEAR/USD;0,00011745;0,00012465;0,00011435;0,00011885;1,18
2022-01-02T00:00:00+00:00;MIDBEAR/USD;0,00011910;0,00012460;0,00011440;0,00011745;-1,4
2022-01-01T00:00:00+00:00;MIDBEAR/USD;0,00013615;0,00013635;0,00011910;0,00011910;-14,32
2021-12-31T00:00:00+00:00;MIDBEAR/USD;0,00013210;0,00014280;0,00012245;0,00013615;2,97
2021-12-30T00:00:00+00:00;MIDBEAR/USD;0,00014495;0,00015140;0,00012995;0,00013210;-9,73
2021-12-29T00:00:00+00:00;MIDBEAR/USD;0,00013425;0,00014695;0,00012750;0,00014495;7,38
2021-12-28T00:00:00+00:00;MIDBEAR/USD;0,00011010;0,00013590;0,00011010;0,00013425;17,99
2021-12-27T00:00:00+00:00;MIDBEAR/USD;0,00010985;0,00011040;0,00010050;0,00011010;0,23
2021-12-26T00:00:00+00:00;MIDBEAR/USD;0,00011330;0,00012335;0,00010790;0,00010985;-3,14
2021-12-25T00:00:00+00:00;MIDBEAR/USD;0,00012235;0,00012375;0,00011000;0,00011330;-7,99
2021-12-24T00:00:00+00:00;MIDBEAR/USD;0,00012060;0,00012490;0,00010940;0,00012235;1,43
2021-12-23T00:00:00+00:00;MIDBEAR/USD;0,00014820;0,00015070;0,00012040;0,00012060;-22,89
2021-12-22T00:00:00+00:00;MIDBEAR/USD;0,00015950;0,00016090;0,00014085;0,00014820;-7,62
2021-12-21T00:00:00+00:00;MIDBEAR/USD;0,00017925;0,00018190;0,00015820;0,00015950;-12,38
2021-12-20T00:00:00+00:00;MIDBEAR/USD;0,00017450;0,00019700;0,00017015;0,00017925;2,65
2021-12-19T00:00:00+00:00;MIDBEAR/USD;0,00016865;0,00017645;0,00016120;0,00017450;3,35
2021-12-18T00:00:00+00:00;MIDBEAR/USD;0,00017860;0,00018695;0,00016360;0,00016865;-5,9
2021-12-17T00:00:00+00:00;MIDBEAR/USD;0,00017465;0,00019815;0,00016885;0,00017885;2,35
2021-12-16T00:00:00+00:00;MIDBEAR/USD;0,00016350;0,00017590;0,00015440;0,00017465;6,38
2021-12-15T00:00:00+00:00;MIDBEAR/USD;0,00016890;0,00019565;0,00015770;0,00016350;-3,3
2021-12-14T00:00:00+00:00;MIDBEAR/USD;0,00021660;0,00022230;0,00015645;0,00016890;-28,24
2021-12-13T00:00:00+00:00;MIDBEAR/USD;0,00017295;0,00022715;0,00017060;0,00021660;20,15
2021-12-12T00:00:00+00:00;MIDBEAR/USD;0,00018085;0,00018950;0,00016805;0,00017295;-4,57
2021-12-11T00:00:00+00:00;MIDBEAR/USD;0,00021145;0,00022055;0,00017750;0,00018085;-16,92
2021-12-10T00:00:00+00:00;MIDBEAR/USD;0,00019025;0,00021245;0,00017555;0,00021145;10,03
2021-12-09T00:00:00+00:00;MIDBEAR/USD;0,00015525;0,00019090;0,00015180;0,00019025;18,4
2021-12-08T00:00:00+00:00;MIDBEAR/USD;0,00016350;0,00017780;0,00015290;0,00015525;-5,31
2021-12-07T00:00:00+00:00;MIDBEAR/USD;0,00017145;0,00017180;0,00015460;0,00016350;-4,86
2021-12-06T00:00:00+00:00;MIDBEAR/USD;0,00019905;0,00024110;0,00016705;0,00017145;-16,1
