DATE/TIME;SYMBOL;OPEN;HIGH;LOW;CLOSE;EVOL % CLOSE/HIGH
2022-01-05T00:00:00+00:00;BEAR/USD;0,00013070;0,00013190;0,00012005;0,00012315;-6,13
2022-01-04T00:00:00+00:00;BEAR/USD;0,00012595;0,00013305;0,00011750;0,00013070;3,63
2022-01-03T00:00:00+00:00;BEAR/USD;0,00011935;0,00013150;0,00011705;0,00012595;5,24
2022-01-02T00:00:00+00:00;BEAR/USD;0,00011640;0,00012460;0,00011420;0,00011935;2,47
2022-01-01T00:00:00+00:00;BEAR/USD;0,00012855;0,00012875;0,00011475;0,00011640;-10,44
2021-12-31T00:00:00+00:00;BEAR/USD;0,00012130;0,00013315;0,00011095;0,00012855;5,64
2021-12-30T00:00:00+00:00;BEAR/USD;0,00012745;0,00013150;0,00011560;0,00012130;-5,07
2021-12-29T00:00:00+00:00;BEAR/USD;0,00011905;0,00012980;0,00011475;0,00012745;6,59
2021-12-28T00:00:00+00:00;BEAR/USD;0,00010025;0,00012020;0,00010020;0,00011905;15,79
2021-12-27T00:00:00+00:00;BEAR/USD;0,00009935;0,00010141;0,00009200;0,00010025;0,9
2021-12-26T00:00:00+00:00;BEAR/USD;0,00010162;0,00010766;0,00009670;0,00009935;-2,28
2021-12-25T00:00:00+00:00;BEAR/USD;0,00009985;0,00010310;0,00009770;0,00010162;1,74
2021-12-24T00:00:00+00:00;BEAR/USD;0,00009985;0,00010170;0,00009368;0,00009985;0,0
2021-12-23T00:00:00+00:00;BEAR/USD;0,00011520;0,00011910;0,00009585;0,00009985;-15,37
2021-12-22T00:00:00+00:00;BEAR/USD;0,00011320;0,00011645;0,00010870;0,00011520;1,74
2021-12-21T00:00:00+00:00;BEAR/USD;0,00013020;0,00013170;0,00010985;0,00011320;-15,02
2021-12-20T00:00:00+00:00;BEAR/USD;0,00013195;0,00014100;0,00012440;0,00013020;-1,34
2021-12-19T00:00:00+00:00;BEAR/USD;0,00013095;0,00013360;0,00011830;0,00013195;0,76
2021-12-18T00:00:00+00:00;BEAR/USD;0,00013670;0,00014260;0,00012610;0,00013095;-4,39
2021-12-17T00:00:00+00:00;BEAR/USD;0,00012515;0,00014250;0,00012185;0,00013670;8,45
2021-12-16T00:00:00+00:00;BEAR/USD;0,00011645;0,00012585;0,00011240;0,00012515;6,95
2021-12-15T00:00:00+00:00;BEAR/USD;0,00011950;0,00013295;0,00011165;0,00011645;-2,62
2021-12-14T00:00:00+00:00;BEAR/USD;0,00013495;0,00013855;0,00011775;0,00011950;-12,93
2021-12-13T00:00:00+00:00;BEAR/USD;0,00011305;0,00014135;0,00011120;0,00013495;16,23
2021-12-12T00:00:00+00:00;BEAR/USD;0,00011805;0,00012230;0,00010685;0,00011280;-4,65
2021-12-11T00:00:00+00:00;BEAR/USD;0,00013665;0,00013920;0,00011665;0,00011805;-15,76
2021-12-10T00:00:00+00:00;BEAR/USD;0,00013345;0,00013920;0,00011115;0,00013665;2,34
2021-12-09T00:00:00+00:00;BEAR/USD;0,00011345;0,00013490;0,00011130;0,00013345;14,99
2021-12-08T00:00:00+00:00;BEAR/USD;0,00011260;0,00012595;0,00010785;0,00011345;0,75
2021-12-07T00:00:00+00:00;BEAR/USD;0,00011245;0,00011675;0,00010310;0,00011260;0,13
2021-12-06T00:00:00+00:00;BEAR/USD;0,00012380;0,00013850;0,00010940;0,00011245;-10,09
2021-12-05T00:00:00+00:00;BEAR/USD;0,00012230;0,00014265;0,00011510;0,00012380;1,21
2021-12-04T00:00:00+00:00;BEAR/USD;0,00009930;0,00015000;0,00009712;0,00012230;18,81
2021-12-03T00:00:00+00:00;BEAR/USD;0,00008585;0,00010937;0,00008101;0,00009930;13,54
2021-12-02T00:00:00+00:00;BEAR/USD;0,00008230;0,00008841;0,00008084;0,00008585;4,14
2021-12-01T00:00:00+00:00;BEAR/USD;0,00008367;0,00008562;0,00007443;0,00008230;-1,66
2021-11-30T00:00:00+00:00;BEAR/USD;0,00008042;0,00008790;0,00007445;0,00008367;3,88
2021-11-29T00:00:00+00:00;BEAR/USD;0,00008275;0,00008540;0,00007569;0,00008042;-2,9
2021-11-28T00:00:00+00:00;BEAR/USD;0,00009585;0,00010379;0,00008198;0,00008275;-15,83
2021-11-27T00:00:00+00:00;BEAR/USD;0,00010237;0,00010285;0,00009337;0,00009585;-6,8
2021-11-26T00:00:00+00:00;BEAR/USD;0,00008120;0,00010454;0,00007920;0,00010237;20,68
2021-11-25T00:00:00+00:00;BEAR/USD;0,00008905;0,00008963;0,00007890;0,00008120;-9,67
2021-11-24T00:00:00+00:00;BEAR/USD;0,00008731;0,00009480;0,00008660;0,00008905;1,95
2021-11-23T00:00:00+00:00;BEAR/USD;0,00009379;0,00009848;0,00008585;0,00008731;-7,42
2021-11-22T00:00:00+00:00;BEAR/USD;0,00008368;0,00009679;0,00008007;0,00009379;10,78
2021-11-21T00:00:00+00:00;BEAR/USD;0,00007948;0,00008435;0,00007838;0,00008368;5,02
2021-11-20T00:00:00+00:00;BEAR/USD;0,00008693;0,00009162;0,00007900;0,00007948;-9,37
2021-11-19T00:00:00+00:00;BEAR/USD;0,00009244;0,00009941;0,00008567;0,00008693;-6,34
