DATE/TIME;SYMBOL;OPEN;HIGH;LOW;CLOSE;EVOL % CLOSE/HIGH
2022-01-05T00:00:00+00:00;EOSHEDGE/USD;169,02500000;170,05000000;165,30000000;166,55000000;-1,49
2022-01-04T00:00:00+00:00;EOSHEDGE/USD;167,70000000;170,52500000;164,02500000;169,02500000;0,78
2022-01-03T00:00:00+00:00;EOSHEDGE/USD;164,45000000;171,40000000;164,42500000;167,70000000;1,94
2022-01-02T00:00:00+00:00;EOSHEDGE/USD;170,05000000;177,12500000;163,20000000;164,62500000;-3,3
2022-01-01T00:00:00+00:00;EOSHEDGE/USD;177,55000000;177,55000000;169,70000000;170,05000000;-4,41
2021-12-31T00:00:00+00:00;EOSHEDGE/USD;176,05000000;180,05000000;170,57500000;177,55000000;0,84
2021-12-30T00:00:00+00:00;EOSHEDGE/USD;177,37500000;181,12500000;172,52500000;176,05000000;-0,75
2021-12-29T00:00:00+00:00;EOSHEDGE/USD;172,32500000;178,50000000;167,55000000;177,60000000;2,97
2021-12-28T00:00:00+00:00;EOSHEDGE/USD;160,07500000;173,35000000;159,97500000;172,15000000;7,01
2021-12-27T00:00:00+00:00;EOSHEDGE/USD;160,05000000;160,95000000;154,97500000;160,07500000;0,02
2021-12-26T00:00:00+00:00;EOSHEDGE/USD;159,42500000;163,40000000;158,87500000;160,05000000;0,39
2021-12-25T00:00:00+00:00;EOSHEDGE/USD;160,62500000;161,72500000;157,52500000;159,42500000;-0,75
2021-12-24T00:00:00+00:00;EOSHEDGE/USD;155,82000000;161,70000000;154,87000000;160,62500000;2,99
2021-12-23T00:00:00+00:00;EOSHEDGE/USD;163,15000000;164,52500000;154,20000000;155,82000000;-4,7
2021-12-22T00:00:00+00:00;EOSHEDGE/USD;165,05000000;165,70000000;159,05000000;163,15000000;-1,16
2021-12-21T00:00:00+00:00;EOSHEDGE/USD;171,87500000;172,82500000;162,45000000;165,05000000;-4,14
2021-12-20T00:00:00+00:00;EOSHEDGE/USD;171,35000000;176,75000000;163,90000000;171,87500000;0,31
2021-12-19T00:00:00+00:00;EOSHEDGE/USD;169,12500000;172,27500000;165,65000000;171,35000000;1,3
2021-12-18T00:00:00+00:00;EOSHEDGE/USD;174,10000000;177,05000000;165,57500000;169,12500000;-2,94
2021-12-17T00:00:00+00:00;EOSHEDGE/USD;170,77500000;178,92500000;167,90000000;174,10000000;1,91
2021-12-16T00:00:00+00:00;EOSHEDGE/USD;163,60000000;171,77500000;162,50000000;170,77500000;4,2
2021-12-15T00:00:00+00:00;EOSHEDGE/USD;163,75000000;174,57500000;158,30000000;163,60000000;-0,09
2021-12-14T00:00:00+00:00;EOSHEDGE/USD;180,35000000;190,55000000;160,62500000;163,75000000;-10,14
2021-12-13T00:00:00+00:00;EOSHEDGE/USD;168,15000000;184,77500000;165,55000000;180,35000000;6,76
2021-12-12T00:00:00+00:00;EOSHEDGE/USD;164,92500000;172,77500000;159,80000000;168,15000000;1,92
2021-12-11T00:00:00+00:00;EOSHEDGE/USD;187,67500000;191,12500000;158,12500000;164,92500000;-13,79
2021-12-10T00:00:00+00:00;EOSHEDGE/USD;178,02500000;188,87500000;172,25000000;187,67500000;5,14
2021-12-09T00:00:00+00:00;EOSHEDGE/USD;160,10000000;178,67500000;157,67500000;178,02500000;10,07
2021-12-08T00:00:00+00:00;EOSHEDGE/USD;184,57500000;189,30000000;150,52500000;160,10000000;-15,29
2021-12-07T00:00:00+00:00;EOSHEDGE/USD;182,62500000;187,22500000;179,50000000;184,57500000;1,06
2021-12-06T00:00:00+00:00;EOSHEDGE/USD;198,72500000;212,37500000;181,15000000;182,62500000;-8,82
2021-12-05T00:00:00+00:00;EOSHEDGE/USD;192,30000000;206,90000000;190,00000000;198,72500000;3,23
2021-12-04T00:00:00+00:00;EOSHEDGE/USD;164,06000000;216,27500000;163,60000000;192,30000000;14,69
2021-12-03T00:00:00+00:00;EOSHEDGE/USD;157,77000000;167,36000000;149,68000000;164,06000000;3,83
2021-12-02T00:00:00+00:00;EOSHEDGE/USD;156,44000000;160,61000000;155,50000000;157,77000000;0,84
2021-12-01T00:00:00+00:00;EOSHEDGE/USD;155,90000000;157,89000000;151,36000000;156,44000000;0,35
2021-11-30T00:00:00+00:00;EOSHEDGE/USD;155,82000000;159,95000000;149,42000000;155,90000000;0,05
2021-11-29T00:00:00+00:00;EOSHEDGE/USD;157,37000000;161,21000000;154,34000000;155,82000000;-0,99
2021-11-28T00:00:00+00:00;EOSHEDGE/USD;160,71000000;168,47500000;157,37000000;157,37000000;-2,12
2021-11-27T00:00:00+00:00;EOSHEDGE/USD;161,90000000;162,47500000;157,30000000;160,71000000;-0,74
2021-11-26T00:00:00+00:00;EOSHEDGE/USD;150,17000000;164,48000000;147,92000000;161,90000000;7,25
2021-11-25T00:00:00+00:00;EOSHEDGE/USD;155,26000000;155,26000000;146,26000000;150,17000000;-3,39
2021-11-24T00:00:00+00:00;EOSHEDGE/USD;149,09000000;156,26000000;148,57000000;155,26000000;3,97
2021-11-23T00:00:00+00:00;EOSHEDGE/USD;152,68000000;155,86000000;149,00000000;149,09000000;-2,41
2021-11-22T00:00:00+00:00;EOSHEDGE/USD;149,09000000;155,79000000;148,27000000;152,68000000;2,35
