DATE/TIME;SYMBOL;OPEN;HIGH;LOW;CLOSE;EVOL % CLOSE/HIGH
2022-01-05T00:00:00+00:00;ADAHEDGE/USD;7,02250000;7,02250000;6,78550000;6,83100000;-2,8
2022-01-04T00:00:00+00:00;ADAHEDGE/USD;6,94150000;7,06550000;6,80000000;7,02250000;1,15
2022-01-03T00:00:00+00:00;ADAHEDGE/USD;6,68150000;6,98300000;6,68150000;6,94150000;3,75
2022-01-02T00:00:00+00:00;ADAHEDGE/USD;6,68300000;6,82850000;6,62250000;6,68150000;-0,02
2022-01-01T00:00:00+00:00;ADAHEDGE/USD;7,06300000;7,09450000;6,68150000;6,68300000;-5,69
2021-12-31T00:00:00+00:00;ADAHEDGE/USD;6,90250000;7,16700000;6,70000000;7,06300000;2,27
2021-12-30T00:00:00+00:00;ADAHEDGE/USD;6,92400000;7,10750000;6,74800000;6,90250000;-0,31
2021-12-29T00:00:00+00:00;ADAHEDGE/USD;6,62350000;6,97300000;6,46500000;6,93950000;4,55
2021-12-28T00:00:00+00:00;ADAHEDGE/USD;6,14850000;6,69400000;6,07650000;6,62350000;7,17
2021-12-27T00:00:00+00:00;ADAHEDGE/USD;6,41850000;6,42600000;5,83900000;6,14850000;-4,39
2021-12-26T00:00:00+00:00;ADAHEDGE/USD;6,43100000;6,61650000;6,38050000;6,41850000;-0,19
2021-12-25T00:00:00+00:00;ADAHEDGE/USD;6,74750000;6,76600000;6,40800000;6,43100000;-4,92
2021-12-24T00:00:00+00:00;ADAHEDGE/USD;6,37350000;6,76300000;6,32550000;6,74750000;5,54
2021-12-23T00:00:00+00:00;ADAHEDGE/USD;7,15400000;7,24900000;6,31400000;6,37350000;-12,25
2021-12-22T00:00:00+00:00;ADAHEDGE/USD;7,44300000;7,45000000;6,95600000;7,15400000;-4,04
2021-12-21T00:00:00+00:00;ADAHEDGE/USD;7,73500000;7,80600000;7,41000000;7,44300000;-3,92
2021-12-20T00:00:00+00:00;ADAHEDGE/USD;7,66900000;7,92800000;7,58800000;7,73500000;0,85
2021-12-19T00:00:00+00:00;ADAHEDGE/USD;7,70800000;7,70800000;7,28100000;7,66900000;-0,51
2021-12-18T00:00:00+00:00;ADAHEDGE/USD;7,83900000;7,95300000;7,55400000;7,70800000;-1,7
2021-12-17T00:00:00+00:00;ADAHEDGE/USD;7,71300000;8,05300000;7,60100000;7,83900000;1,61
2021-12-16T00:00:00+00:00;ADAHEDGE/USD;7,34900000;7,72700000;7,23400000;7,71300000;4,72
2021-12-15T00:00:00+00:00;ADAHEDGE/USD;7,61700000;8,00700000;7,23200000;7,34900000;-3,65
2021-12-14T00:00:00+00:00;ADAHEDGE/USD;7,90900000;8,01200000;7,51100000;7,61700000;-3,83
2021-12-13T00:00:00+00:00;ADAHEDGE/USD;7,25000000;8,00900000;7,19400000;7,90900000;8,33
2021-12-12T00:00:00+00:00;ADAHEDGE/USD;7,25100000;7,41900000;6,91100000;7,25000000;-0,01
2021-12-11T00:00:00+00:00;ADAHEDGE/USD;8,21400000;8,27300000;7,19600000;7,25100000;-13,28
2021-12-10T00:00:00+00:00;ADAHEDGE/USD;7,69700000;8,22800000;7,48600000;8,21400000;6,29
2021-12-09T00:00:00+00:00;ADAHEDGE/USD;7,19600000;7,69800000;7,13000000;7,69700000;6,51
2021-12-08T00:00:00+00:00;ADAHEDGE/USD;7,30800000;7,42600000;7,08500000;7,20100000;-1,49
2021-12-07T00:00:00+00:00;ADAHEDGE/USD;7,13100000;7,31250000;6,82800000;7,30800000;2,42
2021-12-06T00:00:00+00:00;ADAHEDGE/USD;7,30400000;7,93900000;7,05100000;7,13100000;-2,43
2021-12-05T00:00:00+00:00;ADAHEDGE/USD;7,13200000;7,89200000;7,13200000;7,30400000;2,35
2021-12-04T00:00:00+00:00;ADAHEDGE/USD;6,44050000;7,91100000;6,44050000;7,13200000;9,7
2021-12-03T00:00:00+00:00;ADAHEDGE/USD;5,95200000;6,44050000;5,92600000;6,44050000;7,58
2021-12-02T00:00:00+00:00;ADAHEDGE/USD;6,66150000;6,78500000;5,86700000;5,95200000;-11,92
2021-12-01T00:00:00+00:00;ADAHEDGE/USD;6,70100000;6,73350000;6,47100000;6,66150000;-0,59
2021-11-30T00:00:00+00:00;ADAHEDGE/USD;6,60950000;6,80250000;6,44450000;6,70100000;1,37
2021-11-29T00:00:00+00:00;ADAHEDGE/USD;6,68500000;6,81200000;6,49050000;6,60950000;-1,14
2021-11-28T00:00:00+00:00;ADAHEDGE/USD;6,67000000;7,18250000;6,54400000;6,68500000;0,22
2021-11-27T00:00:00+00:00;ADAHEDGE/USD;6,72700000;6,80000000;6,54400000;6,67000000;-0,85
2021-11-26T00:00:00+00:00;ADAHEDGE/USD;6,29300000;6,96550000;6,29300000;6,72700000;6,45
2021-11-25T00:00:00+00:00;ADAHEDGE/USD;6,34300000;6,35600000;6,15550000;6,29300000;-0,79
2021-11-24T00:00:00+00:00;ADAHEDGE/USD;6,04500000;6,41350000;6,04500000;6,34300000;4,7
2021-11-23T00:00:00+00:00;ADAHEDGE/USD;5,96300000;6,06200000;5,83350000;6,04500000;1,36
2021-11-22T00:00:00+00:00;ADAHEDGE/USD;5,74850000;5,99800000;5,72700000;5,96300000;3,6
2021-11-21T00:00:00+00:00;ADAHEDGE/USD;5,52950000;5,76000000;5,52200000;5,74850000;3,81
2021-11-20T00:00:00+00:00;ADAHEDGE/USD;5,71250000;5,71550000;5,42800000;5,52950000;-3,31
2021-11-19T00:00:00+00:00;ADAHEDGE/USD;5,92550000;5,94050000;5,64650000;5,71250000;-3,73
2021-11-18T00:00:00+00:00;ADAHEDGE/USD;5,69750000;6,17550000;5,60600000;5,92550000;3,85
2021-11-17T00:00:00+00:00;ADAHEDGE/USD;5,67750000;5,90550000;5,63500000;5,69750000;0,35
2021-11-16T00:00:00+00:00;ADAHEDGE/USD;5,30050000;5,91100000;5,28150000;5,67750000;6,64
2021-11-15T00:00:00+00:00;ADAHEDGE/USD;5,24150000;5,31500000;5,12250000;5,30050000;1,11
2021-11-14T00:00:00+00:00;ADAHEDGE/USD;5,21100000;5,31450000;5,17100000;5,24150000;0,58
2021-11-13T00:00:00+00:00;ADAHEDGE/USD;5,22050000;5,28300000;5,15800000;5,21100000;-0,18
2021-11-12T00:00:00+00:00;ADAHEDGE/USD;5,13800000;5,35450000;5,10900000;5,22050000;1,58
2021-11-11T00:00:00+00:00;ADAHEDGE/USD;5,11500000;5,18100000;4,98150000;5,13800000;0,45
2021-11-10T00:00:00+00:00;ADAHEDGE/USD;4,74750000;5,34700000;4,62950000;5,11500000;7,18
2021-11-09T00:00:00+00:00;ADAHEDGE/USD;5,09050000;5,12950000;4,50300000;4,74750000;-7,22
2021-11-08T00:00:00+00:00;ADAHEDGE/USD;5,37350000;5,38700000;5,06750000;5,09050000;-5,56
2021-11-07T00:00:00+00:00;ADAHEDGE/USD;5,42400000;5,53050000;5,34400000;5,37350000;-0,94
2021-11-06T00:00:00+00:00;ADAHEDGE/USD;5,48000000;5,57250000;5,32750000;5,42400000;-1,03
2021-11-05T00:00:00+00:00;ADAHEDGE/USD;5,48400000;5,55250000;5,38550000;5,48000000;-0,07
2021-11-04T00:00:00+00:00;ADAHEDGE/USD;5,24950000;5,56050000;5,17500000;5,48400000;4,28
2021-11-03T00:00:00+00:00;ADAHEDGE/USD;5,50850000;5,56350000;5,05000000;5,24950000;-4,93
2021-11-02T00:00:00+00:00;ADAHEDGE/USD;5,56900000;5,60800000;5,44650000;5,50850000;-1,1
2021-11-01T00:00:00+00:00;ADAHEDGE/USD;5,51750000;5,66050000;5,38650000;5,56900000;0,92
2021-10-31T00:00:00+00:00;ADAHEDGE/USD;5,56750000;5,65200000;5,36100000;5,51750000;-0,91
2021-10-30T00:00:00+00:00;ADAHEDGE/USD;5,41900000;5,62550000;5,40150000;5,56750000;2,67
2021-10-29T00:00:00+00:00;ADAHEDGE/USD;5,48550000;5,50850000;5,31950000;5,41900000;-1,23
2021-10-28T00:00:00+00:00;ADAHEDGE/USD;5,68750000;5,69850000;5,27300000;5,48550000;-3,68
2021-10-27T00:00:00+00:00;ADAHEDGE/USD;5,13650000;5,72950000;5,11300000;5,68750000;9,69
2021-10-26T00:00:00+00:00;ADAHEDGE/USD;5,11400000;5,16850000;4,99650000;5,13650000;0,44
2021-10-25T00:00:00+00:00;ADAHEDGE/USD;5,20650000;5,20650000;5,06000000;5,11400000;-1,81
2021-10-24T00:00:00+00:00;ADAHEDGE/USD;5,12000000;5,20650000;5,11350000;5,20650000;1,66
2021-10-23T00:00:00+00:00;ADAHEDGE/USD;5,09950000;5,12050000;5,05850000;5,12000000;0,4
2021-10-22T00:00:00+00:00;ADAHEDGE/USD;5,10200000;5,14050000;4,97100000;5,09950000;-0,05
2021-10-21T00:00:00+00:00;ADAHEDGE/USD;5,00750000;5,13400000;4,76950000;5,10200000;1,85
2021-10-20T00:00:00+00:00;ADAHEDGE/USD;5,18700000;5,23050000;4,96950000;5,00750000;-3,58
2021-10-19T00:00:00+00:00;ADAHEDGE/USD;5,16700000;5,23550000;5,09750000;5,18700000;0,39
2021-10-18T00:00:00+00:00;ADAHEDGE/USD;5,09650000;5,19650000;5,05550000;5,16700000;1,36
2021-10-17T00:00:00+00:00;ADAHEDGE/USD;5,03550000;5,20750000;5,01750000;5,09650000;1,2
2021-10-16T00:00:00+00:00;ADAHEDGE/USD;4,95000000;5,04550000;4,88450000;5,03550000;1,7
2021-10-15T00:00:00+00:00;ADAHEDGE/USD;5,02500000;5,12100000;4,90050000;4,95000000;-1,52
2021-10-14T00:00:00+00:00;ADAHEDGE/USD;5,02450000;5,07650000;4,94350000;5,04050000;0,32
2021-10-13T00:00:00+00:00;ADAHEDGE/USD;5,18000000;5,26450000;5,00150000;5,02700000;-3,04
2021-10-12T00:00:00+00:00;ADAHEDGE/USD;5,08050000;5,28750000;5,07750000;5,18000000;1,92
2021-10-11T00:00:00+00:00;ADAHEDGE/USD;5,03800000;5,18050000;4,89150000;5,08050000;0,84
2021-10-10T00:00:00+00:00;ADAHEDGE/USD;4,85200000;5,06700000;4,84500000;5,03800000;3,69
2021-10-09T00:00:00+00:00;ADAHEDGE/USD;4,94000000;4,95150000;4,79250000;4,85200000;-1,81
2021-10-08T00:00:00+00:00;ADAHEDGE/USD;4,81950000;4,94600000;4,76950000;4,94000000;2,44
2021-10-07T00:00:00+00:00;ADAHEDGE/USD;4,97800000;5,10450000;4,63100000;4,81950000;-3,29
2021-10-06T00:00:00+00:00;ADAHEDGE/USD;4,94350000;5,18850000;4,90750000;4,97800000;0,69
2021-10-05T00:00:00+00:00;ADAHEDGE/USD;5,04150000;5,05750000;4,88950000;4,94350000;-1,98
2021-10-04T00:00:00+00:00;ADAHEDGE/USD;4,89050000;5,10750000;4,89050000;5,04150000;3,0
2021-10-03T00:00:00+00:00;ADAHEDGE/USD;4,91400000;4,95050000;4,78400000;4,89050000;-0,48
2021-10-02T00:00:00+00:00;ADAHEDGE/USD;4,90200000;5,02800000;4,75600000;4,91400000;0,24
2021-10-01T00:00:00+00:00;ADAHEDGE/USD;5,27800000;5,30000000;4,86000000;4,90200000;-7,67
2021-09-30T00:00:00+00:00;ADAHEDGE/USD;5,39200000;5,40200000;5,19950000;5,27800000;-2,16
2021-09-29T00:00:00+00:00;ADAHEDGE/USD;5,44800000;5,48600000;5,18100000;5,39000000;-1,08
2021-09-28T00:00:00+00:00;ADAHEDGE/USD;5,21550000;5,46550000;5,12000000;5,44800000;4,27
2021-09-27T00:00:00+00:00;ADAHEDGE/USD;5,03350000;5,22000000;4,90500000;5,21550000;3,49
2021-09-26T00:00:00+00:00;ADAHEDGE/USD;4,84300000;5,16250000;4,84300000;5,03350000;3,78
2021-09-25T00:00:00+00:00;ADAHEDGE/USD;4,88900000;4,96550000;4,52700000;4,84300000;-0,95
2021-09-24T00:00:00+00:00;ADAHEDGE/USD;4,78550000;5,30000000;4,76750000;4,88900000;2,12
2021-09-23T00:00:00+00:00;ADAHEDGE/USD;4,97050000;5,11100000;4,77100000;4,78550000;-3,87
2021-09-22T00:00:00+00:00;ADAHEDGE/USD;5,77850000;5,78500000;4,95250000;4,97050000;-16,26
2021-09-21T00:00:00+00:00;ADAHEDGE/USD;5,50600000;5,93000000;5,13350000;5,77850000;4,72
2021-09-20T00:00:00+00:00;ADAHEDGE/USD;5,08350000;5,74250000;5,06700000;5,50600000;7,67
2021-09-19T00:00:00+00:00;ADAHEDGE/USD;4,90150000;5,10250000;4,84700000;5,08350000;3,58
2021-09-18T00:00:00+00:00;ADAHEDGE/USD;4,94750000;5,01000000;4,75550000;4,90150000;-0,94
2021-09-17T00:00:00+00:00;ADAHEDGE/USD;4,80300000;4,99950000;4,76900000;4,94750000;2,92
2021-09-16T00:00:00+00:00;ADAHEDGE/USD;4,65800000;4,86400000;4,63750000;4,80300000;3,02
2021-09-15T00:00:00+00:00;ADAHEDGE/USD;4,88950000;4,93400000;4,50200000;4,65800000;-4,97
2021-09-14T00:00:00+00:00;ADAHEDGE/USD;4,86250000;5,02400000;4,81450000;4,88950000;0,55
2021-09-13T00:00:00+00:00;ADAHEDGE/USD;4,54650000;5,02000000;4,52200000;4,86250000;6,5
2021-09-12T00:00:00+00:00;ADAHEDGE/USD;4,48000000;4,67500000;4,20900000;4,54200000;1,37
2021-09-11T00:00:00+00:00;ADAHEDGE/USD;5,05150000;5,08550000;4,23050000;4,48000000;-12,76
2021-09-10T00:00:00+00:00;ADAHEDGE/USD;4,80000000;5,25000000;4,69350000;5,05150000;4,98
2021-09-09T00:00:00+00:00;ADAHEDGE/USD;4,88750000;5,03150000;4,62800000;4,80000000;-1,82
2021-09-08T00:00:00+00:00;ADAHEDGE/USD;4,85350000;5,38000000;4,72650000;4,88750000;0,7
2021-09-07T00:00:00+00:00;ADAHEDGE/USD;4,33800000;5,44950000;4,27600000;4,85350000;10,62
2021-09-06T00:00:00+00:00;ADAHEDGE/USD;4,21700000;4,36700000;4,19250000;4,33800000;2,79
2021-09-05T00:00:00+00:00;ADAHEDGE/USD;4,33150000;4,33650000;4,14500000;4,21700000;-2,72
2021-09-04T00:00:00+00:00;ADAHEDGE/USD;4,13700000;4,36650000;4,12300000;4,33150000;4,49
2021-09-03T00:00:00+00:00;ADAHEDGE/USD;4,14100000;4,21350000;4,05700000;4,13700000;-0,1
