Timestamp,Open,High,Low,Close,Volume
2020-12-30 00:00:00,20.88,36.0,9.3,10.81,1303073.594
2020-12-31 00:00:00,10.81,11.242,7.89,8.117,187307.345
2021-01-01 00:00:00,8.299,12.18,6.678,10.009,268541.974
2021-01-02 00:00:00,10.009,12.177,9.499,9.746,255374.069
2021-01-03 00:00:00,9.822,9.887,7.929,7.982,62394.82
2021-01-04 00:00:00,7.974,8.269,6.813,7.28,62404.641
2021-01-05 00:00:00,7.271,7.814,6.966,7.313,67060.102
2021-01-06 00:00:00,7.296,7.3,6.773,6.78,52471.11
2021-01-07 00:00:00,6.78,6.931,6.127,6.228,92405.38
2021-01-08 00:00:00,6.269,9.013,5.99,6.201,149588.506
2021-01-09 00:00:00,6.201,6.5,5.911,6.09,53146.947
2021-01-10 00:00:00,6.09,6.219,5.0,5.424,50178.55
2021-01-11 00:00:00,5.424,5.425,4.241,4.92,40830.701
2021-01-12 00:00:00,4.862,5.499,4.241,4.57,43022.695
2021-01-13 00:00:00,4.613,7.26,4.375,6.099,343633.77
2021-01-14 00:00:00,6.053,6.9,5.555,5.714,329461.99
2021-01-15 00:00:00,5.779,5.914,4.85,5.403,273076.361
2021-01-16 00:00:00,5.422,5.8,5.207,5.549,207630.895
2021-01-17 00:00:00,5.529,5.541,5.014,5.186,161171.162
2021-01-18 00:00:00,5.186,5.534,5.013,5.354,128605.309
2021-01-19 00:00:00,5.353,5.408,4.995,5.017,83494.464
2021-01-20 00:00:00,5.017,5.555,5.0,5.176,133078.634
2021-01-21 00:00:00,5.175,5.219,4.68,4.761,50708.981
2021-01-22 00:00:00,4.761,4.985,4.491,4.939,33562.497
2021-01-23 00:00:00,4.867,4.954,4.619,4.896,24460.872
2021-01-24 00:00:00,4.896,5.2,4.706,4.797,51936.207
2021-01-25 00:00:00,4.798,5.064,4.614,4.619,38403.755
2021-01-26 00:00:00,4.619,4.78,4.452,4.64,43324.838
2021-01-27 00:00:00,4.649,4.858,4.271,4.332,75518.749
2021-01-28 00:00:00,4.333,5.126,4.275,4.432,151919.251
2021-01-29 00:00:00,4.405,4.56,4.161,4.233,86574.883
2021-01-30 00:00:00,4.233,4.436,4.17,4.263,78088.003
2021-01-31 00:00:00,4.263,4.861,4.099,4.219,118469.578
2021-02-01 00:00:00,4.216,4.389,4.099,4.287,58628.267
2021-02-02 00:00:00,4.287,4.5,4.22,4.359,56588.595
2021-02-03 00:00:00,4.359,4.888,4.251,4.615,88940.174
2021-02-04 00:00:00,4.615,5.3,4.615,5.177,171110.157
2021-02-05 00:00:00,5.177,5.39,5.0,5.249,105074.548
2021-02-06 00:00:00,5.283,5.821,4.907,5.423,206636.788
2021-02-07 00:00:00,5.422,5.965,4.961,5.184,130487.001
2021-02-08 00:00:00,5.15,5.9,5.101,5.539,147393.089
2021-02-09 00:00:00,5.518,6.05,5.416,5.953,238433.45
2021-02-10 00:00:00,5.954,6.37,5.352,5.78,272405.611
2021-02-11 00:00:00,5.78,6.8,5.657,6.087,355858.57
2021-02-12 00:00:00,6.097,7.8,6.082,7.281,335958.017
2021-02-13 00:00:00,7.282,10.85,7.278,9.383,1217652.716
2021-02-14 00:00:00,9.383,9.543,7.801,8.532,296731.062
2021-02-15 00:00:00,8.531,8.7,7.1,7.858,216206.086
2021-02-16 00:00:00,7.931,9.145,7.5,7.803,378912.522
2021-02-17 00:00:00,7.805,8.455,7.463,8.091,106854.393
2021-02-18 00:00:00,8.091,11.6,7.978,9.306,441375.786
2021-02-19 00:00:00,9.306,10.4,8.999,9.719,178106.396
2021-02-20 00:00:00,9.719,9.85,8.0,8.667,157755.792
2021-02-21 00:00:00,8.659,9.259,8.533,9.014,77865.011
2021-02-22 00:00:00,9.014,9.015,6.623,8.18,132932.027
2021-02-23 00:00:00,8.099,8.181,5.816,7.133,81777.739
2021-02-24 00:00:00,7.199,7.895,6.784,7.418,109895.398
2021-02-25 00:00:00,7.418,7.815,7.015,7.172,88845.876
2021-02-26 00:00:00,7.173,7.26,6.437,6.716,59911.177
2021-02-27 00:00:00,6.716,7.1,6.481,6.66,64361.535
2021-02-28 00:00:00,6.724,8.358,6.03,6.538,519256.101
2021-03-01 00:00:00,6.538,7.291,6.37,7.189,153315.286
2021-03-02 00:00:00,7.189,7.3,6.55,6.819,102375.319
2021-03-03 00:00:00,6.86,7.421,6.819,7.159,84835.284
2021-03-04 00:00:00,7.161,7.419,6.359,6.613,127506.767
2021-03-05 00:00:00,6.613,6.872,6.201,6.58,95202.308
2021-03-06 00:00:00,6.582,7.11,6.337,6.8,112607.168
2021-03-07 00:00:00,6.799,7.8,6.743,7.114,245196.817
2021-03-08 00:00:00,7.12,7.3,6.805,7.221,120679.363
2021-03-09 00:00:00,7.271,8.055,7.149,8.055,229263.435
2021-03-10 00:00:00,8.055,13.064,7.341,8.031,1489790.906
2021-03-11 00:00:00,8.074,10.99,7.169,9.633,1485511.98
2021-03-12 00:00:00,9.633,10.4,8.592,9.558,421477.54
2021-03-13 00:00:00,9.558,13.5,9.25,11.941,1127510.003
2021-03-14 00:00:00,11.916,14.0,11.41,12.001,459924.408
2021-03-15 00:00:00,12.001,12.086,10.201,10.67,275723.219
2021-03-16 00:00:00,10.67,11.741,10.017,10.788,281443.546
2021-03-17 00:00:00,10.839,14.14,10.457,11.22,803687.212
2021-03-18 00:00:00,11.294,13.98,10.908,12.3,505006.536
2021-03-19 00:00:00,12.298,12.777,11.508,11.642,218000.345
2021-03-20 00:00:00,11.642,11.78,11.14,11.141,156654.272
2021-03-21 00:00:00,11.142,12.425,10.376,10.641,307247.104
2021-03-22 00:00:00,10.641,11.268,9.534,10.289,241052.531
2021-03-23 00:00:00,10.367,10.8,9.592,9.645,139100.22
2021-03-24 00:00:00,9.699,10.24,9.067,9.168,93424.052
2021-03-25 00:00:00,9.168,10.785,8.283,9.31,519241.083
2021-03-26 00:00:00,9.357,10.639,9.357,10.005,216466.373
2021-03-27 00:00:00,10.004,12.902,9.834,10.724,514129.731
2021-03-28 00:00:00,10.7,10.721,10.0,10.391,202071.077
2021-03-29 00:00:00,10.423,10.742,10.236,10.617,127821.613
2021-03-30 00:00:00,10.644,10.699,10.195,10.526,112219.718
2021-03-31 00:00:00,10.563,11.284,10.174,10.363,146329.652
2021-04-01 00:00:00,10.362,10.732,10.209,10.458,83152.438
2021-04-02 00:00:00,10.458,10.585,9.927,10.107,94428.802
2021-04-03 00:00:00,10.061,10.187,9.568,9.639,88645.192
2021-04-04 00:00:00,9.639,9.899,9.518,9.805,82864.661
2021-04-05 00:00:00,9.803,10.0,9.51,9.8,93866.376
2021-04-06 00:00:00,9.81,11.533,9.602,10.501,322873.542
2021-04-07 00:00:00,10.49,13.5,9.7,10.639,923367.261
2021-04-08 00:00:00,10.607,10.884,9.9,10.02,566196.394
2021-04-09 00:00:00,10.033,10.51,9.9,10.114,226714.429
2021-04-10 00:00:00,10.114,10.365,9.67,9.862,139675.684
2021-04-11 00:00:00,9.866,11.7,9.665,10.191,1165513.214
2021-04-12 00:00:00,10.195,11.88,10.06,10.884,692058.057
2021-04-13 00:00:00,10.916,11.77,10.5,11.191,345528.724
2021-04-14 00:00:00,11.218,11.259,10.517,10.908,213932.055
2021-04-15 00:00:00,10.923,11.34,10.819,11.21,160289.423
2021-04-16 00:00:00,11.21,11.245,10.083,10.444,241773.806
2021-04-17 00:00:00,10.449,11.65,10.341,10.935,295918.161
2021-04-18 00:00:00,10.939,11.6,9.401,9.634,482444.865
2021-04-19 00:00:00,9.609,10.148,8.8,8.96,259758.734
2021-04-20 00:00:00,8.962,9.365,8.282,9.143,175034.104
2021-04-21 00:00:00,9.157,9.923,9.019,9.093,236929.324
2021-04-22 00:00:00,9.108,11.602,8.81,9.584,715060.928
2021-04-23 00:00:00,9.588,10.9,7.714,8.907,1117698.582
2021-04-24 00:00:00,8.892,9.0,8.376,8.65,259422.805
2021-04-25 00:00:00,8.646,10.7,8.6,9.212,907040.88
2021-04-26 00:00:00,9.222,9.883,9.133,9.552,334090.277
2021-04-27 00:00:00,9.543,9.757,9.354,9.629,255097.53
2021-04-28 00:00:00,9.606,9.792,9.19,9.382,171291.518
2021-04-29 00:00:00,9.43,9.91,9.082,9.747,252660.116
