Timestamp,Open,High,Low,Close,Volume
2021-11-05 00:00:00,44.21,61.9,32.23,40.24,573045.47
2021-11-06 00:00:00,40.3,70.0,40.25,49.6,1663848.72
2021-11-07 00:00:00,49.56,50.5,45.58,48.48,217230.31
2021-11-08 00:00:00,48.48,48.77,42.0,46.11,74254.5
2021-11-09 00:00:00,46.11,46.21,42.71,43.38,39038.21
2021-11-10 00:00:00,43.51,44.47,39.3,41.89,38947.23
2021-11-11 00:00:00,41.89,42.59,40.2,41.25,22249.82
2021-11-12 00:00:00,41.21,43.82,39.57,42.04,43090.39
2021-11-13 00:00:00,42.18,43.34,41.02,41.1,20199.31
2021-11-14 00:00:00,41.12,41.67,40.09,40.7,19814.14
2021-11-15 00:00:00,40.58,41.98,38.21,39.34,119323.89
2021-11-16 00:00:00,39.22,39.33,34.47,36.53,65037.78
2021-11-17 00:00:00,36.4,36.84,30.7,31.93,87114.51
2021-11-18 00:00:00,31.98,34.19,28.89,29.47,66107.05
2021-11-19 00:00:00,29.51,32.39,28.8,30.2,59130.34
2021-11-20 00:00:00,30.3,31.99,29.55,30.23,66910.42
2021-11-21 00:00:00,30.36,76.95,29.22,36.87,1573178.26
2021-11-22 00:00:00,36.73,43.6,30.01,32.0,598902.66
2021-11-23 00:00:00,32.03,34.19,31.34,32.17,119294.84
2021-11-24 00:00:00,32.24,32.33,29.29,30.79,123902.38
2021-11-25 00:00:00,30.72,31.13,28.56,29.72,90877.83
2021-11-26 00:00:00,29.72,29.85,23.53,24.13,198856.62
2021-11-27 00:00:00,24.13,25.8,23.58,23.85,122385.03
2021-11-28 00:00:00,23.84,24.6,22.27,24.42,76010.19
2021-11-29 00:00:00,24.34,29.69,24.33,27.67,195059.23
2021-11-30 00:00:00,27.63,34.0,25.23,27.68,715772.6
2021-12-01 00:00:00,27.68,29.0,26.0,26.21,150445.48
2021-12-02 00:00:00,26.22,26.73,24.78,25.65,68488.4
2021-12-03 00:00:00,25.65,26.23,23.0,24.14,44892.74
2021-12-04 00:00:00,24.07,24.3,18.0,23.68,88904.84
2021-12-05 00:00:00,23.68,26.95,23.26,24.81,180484.28
2021-12-06 00:00:00,24.7,25.26,21.74,24.14,57181.11
2021-12-07 00:00:00,24.16,25.09,22.58,22.81,33587.77
2021-12-08 00:00:00,22.8,24.9,21.74,22.19,129385.26
2021-12-09 00:00:00,22.18,25.5,20.1,20.32,125002.69
2021-12-10 00:00:00,20.3,23.0,19.9,20.58,150746.65
2021-12-11 00:00:00,20.56,22.29,20.45,21.52,67741.9
2021-12-12 00:00:00,21.42,21.7,20.67,21.66,17781.54
2021-12-13 00:00:00,21.56,21.56,20.0,20.74,68429.25
2021-12-14 00:00:00,20.67,24.01,20.51,21.49,181483.25
2021-12-15 00:00:00,21.45,22.13,20.05,21.54,52946.01
2021-12-16 00:00:00,21.59,22.73,21.49,21.71,36824.8
2021-12-17 00:00:00,21.69,21.81,19.52,19.81,37025.92
2021-12-18 00:00:00,19.81,23.33,19.36,22.19,83241.23
2021-12-19 00:00:00,22.15,33.0,21.5,23.24,882432.44
2021-12-20 00:00:00,23.24,23.7,20.45,22.35,206729.59
2021-12-21 00:00:00,22.39,25.92,22.14,23.67,168085.71
2021-12-22 00:00:00,23.69,24.17,22.51,23.15,73150.67
2021-12-23 00:00:00,23.13,28.0,22.52,27.51,81018.26
2021-12-24 00:00:00,27.6,31.25,25.82,27.08,328975.16
2021-12-25 00:00:00,27.1,28.28,26.69,27.96,43758.95
2021-12-26 00:00:00,27.87,29.41,27.02,28.14,26783.05
2021-12-27 00:00:00,28.07,29.5,27.68,28.35,18014.17
2021-12-28 00:00:00,28.35,29.09,27.14,27.68,32173.71
2021-12-29 00:00:00,27.78,28.68,26.52,26.92,38559.7
2021-12-30 00:00:00,26.88,28.64,26.56,27.83,21250.4
2021-12-31 00:00:00,27.78,28.69,26.43,26.95,17285.11
2022-01-01 00:00:00,26.98,27.39,26.39,27.03,10773.18
2022-01-02 00:00:00,27.03,27.13,26.35,26.79,10867.2
2022-01-03 00:00:00,26.97,26.97,25.7,26.14,7333.69
2022-01-04 00:00:00,26.14,28.04,25.09,26.27,22169.89
2022-01-05 00:00:00,26.34,26.34,24.0,24.35,37888.84
2022-01-06 00:00:00,24.32,30.85,23.53,24.87,195749.52
2022-01-07 00:00:00,24.86,25.41,22.73,22.96,52549.6
2022-01-08 00:00:00,22.99,29.58,22.59,23.88,147877.0
2022-01-09 00:00:00,23.81,25.79,23.35,23.84,49606.54
2022-01-10 00:00:00,23.79,24.42,21.87,22.57,18466.18
2022-01-11 00:00:00,22.57,29.0,22.38,27.14,144322.5
2022-01-12 00:00:00,27.09,27.24,26.12,26.37,56721.25
2022-01-13 00:00:00,26.37,35.0,26.16,31.89,217446.51
2022-01-14 00:00:00,31.9,32.8,30.32,31.15,69106.15
2022-01-15 00:00:00,31.11,31.35,29.8,31.15,35252.12
2022-01-16 00:00:00,31.13,34.48,30.76,32.37,63156.68
2022-01-17 00:00:00,32.32,32.35,29.54,30.11,28904.19
2022-01-18 00:00:00,30.22,30.24,27.31,27.88,17806.18
2022-01-19 00:00:00,27.88,27.89,26.23,26.74,12409.93
2022-01-20 00:00:00,26.74,27.89,25.51,25.78,12512.46
2022-01-21 00:00:00,25.83,26.11,21.38,21.97,36508.64
2022-01-22 00:00:00,22.01,22.97,19.52,20.02,28200.53
2022-01-23 00:00:00,20.07,21.67,19.69,20.64,43846.65
2022-01-24 00:00:00,20.56,23.32,18.84,21.66,108044.61
2022-01-25 00:00:00,21.65,23.43,20.39,21.29,77044.8
2022-01-26 00:00:00,21.29,21.91,19.8,20.13,55895.09
2022-01-27 00:00:00,20.13,21.73,19.03,19.64,79365.59
2022-01-28 00:00:00,19.71,21.0,19.2,20.14,26128.71
2022-01-29 00:00:00,20.14,21.24,20.1,20.97,9162.0
2022-01-30 00:00:00,20.95,21.1,20.2,20.57,4345.6
2022-01-31 00:00:00,20.56,21.99,19.98,21.55,8721.92
2022-02-01 00:00:00,21.46,21.63,20.49,21.27,11488.75
2022-02-02 00:00:00,21.11,21.74,20.0,20.26,14052.13
2022-02-03 00:00:00,20.3,20.96,19.68,20.33,12993.92
2022-02-04 00:00:00,20.35,22.26,20.26,22.16,14930.14
2022-02-05 00:00:00,22.16,22.44,21.5,21.71,14199.34
2022-02-06 00:00:00,21.7,22.52,21.65,22.26,11256.52
2022-02-07 00:00:00,22.2,23.1,21.75,22.39,16627.18
2022-02-08 00:00:00,22.49,22.96,20.63,21.27,18458.79
