Timestamp,Open,High,Low,Close,Volume
2023-06-28 00:00:00,0.05,1.98,0.05,0.5228,190413300.0
2023-06-29 00:00:00,0.5234,0.585,0.4115,0.4188,124514185.0
2023-06-30 00:00:00,0.4193,0.45,0.3841,0.4092,111314528.0
2023-07-01 00:00:00,0.409,0.4544,0.3947,0.433,54125286.0
2023-07-02 00:00:00,0.4329,0.4338,0.3898,0.4107,30111782.0
2023-07-03 00:00:00,0.4105,0.4523,0.4102,0.4317,44607151.0
2023-07-04 00:00:00,0.4317,0.5628,0.427,0.508,112077747.0
2023-07-05 00:00:00,0.508,0.5102,0.4072,0.4183,70231886.0
2023-07-06 00:00:00,0.4183,0.4384,0.391,0.4013,44187187.0
2023-07-07 00:00:00,0.4011,0.4211,0.3935,0.4139,29074583.0
2023-07-08 00:00:00,0.4137,0.4375,0.408,0.4223,33966147.0
2023-07-09 00:00:00,0.4224,0.4384,0.4044,0.4097,23527323.0
2023-07-10 00:00:00,0.4102,0.4113,0.3564,0.3698,52482698.0
2023-07-11 00:00:00,0.3703,0.3703,0.3508,0.3594,28826215.0
2023-07-12 00:00:00,0.3591,0.3659,0.33,0.3434,32221058.0
2023-07-13 00:00:00,0.3438,0.3767,0.3368,0.3696,47898666.0
2023-07-14 00:00:00,0.3692,0.3886,0.35,0.3645,34692593.0
2023-07-15 00:00:00,0.3647,0.3885,0.3554,0.3671,33220334.0
2023-07-16 00:00:00,0.367,0.3756,0.342,0.348,16733852.0
2023-07-17 00:00:00,0.3481,0.3604,0.339,0.3564,22316297.0
2023-07-18 00:00:00,0.3566,0.3829,0.3265,0.3368,38219353.0
2023-07-19 00:00:00,0.3374,0.3458,0.3207,0.3261,21174807.0
2023-07-20 00:00:00,0.3262,0.3372,0.3204,0.33,13931216.0
2023-07-21 00:00:00,0.3299,0.3388,0.3272,0.3351,15180852.0
2023-07-22 00:00:00,0.3353,0.3431,0.3283,0.3385,10233712.0
2023-07-23 00:00:00,0.3386,0.3448,0.325,0.3276,10845782.0
2023-07-24 00:00:00,0.3277,0.3305,0.286,0.2901,21668302.0
2023-07-25 00:00:00,0.29,0.3093,0.2845,0.2948,16193329.0
2023-07-26 00:00:00,0.2949,0.317,0.2944,0.3089,23518366.0
2023-07-27 00:00:00,0.3088,0.3175,0.298,0.3067,13823423.0
2023-07-28 00:00:00,0.3067,0.3131,0.2993,0.3051,7186595.0
2023-07-29 00:00:00,0.3051,0.3078,0.3005,0.3069,5160458.0
2023-07-30 00:00:00,0.3068,0.3119,0.288,0.296,8053579.0
2023-07-31 00:00:00,0.2961,0.3263,0.2951,0.3071,31745626.0
2023-08-01 00:00:00,0.3071,0.3071,0.2865,0.305,14892534.0
2023-08-02 00:00:00,0.3051,0.31,0.2921,0.2962,9451312.0
2023-08-03 00:00:00,0.296,0.3009,0.2901,0.2945,5261117.0
2023-08-04 00:00:00,0.2945,0.2985,0.2896,0.2922,5613449.0
2023-08-05 00:00:00,0.2922,0.293,0.2622,0.2666,17249616.0
2023-08-06 00:00:00,0.2668,0.31,0.2646,0.3073,29888724.0
2023-08-07 00:00:00,0.3072,0.3194,0.283,0.2933,32265318.0
2023-08-08 00:00:00,0.2933,0.3306,0.2837,0.3022,46679974.0
2023-08-09 00:00:00,0.3022,0.3125,0.2844,0.2851,20468203.0
2023-08-10 00:00:00,0.2851,0.2968,0.2781,0.2824,18804959.0
2023-08-11 00:00:00,0.2823,0.2835,0.2766,0.2808,9837079.0
2023-08-12 00:00:00,0.2808,0.2862,0.28,0.2841,8185669.0
2023-08-13 00:00:00,0.2843,0.2951,0.2825,0.2898,11353246.0
2023-08-14 00:00:00,0.2896,0.296,0.2841,0.2886,10270146.0
2023-08-15 00:00:00,0.2886,0.289,0.2407,0.2549,16765546.0
2023-08-16 00:00:00,0.2548,0.2549,0.2202,0.2355,24584866.0
2023-08-17 00:00:00,0.2356,0.2361,0.19,0.2059,22214991.0
2023-08-18 00:00:00,0.2057,0.2207,0.2044,0.2182,13952781.0
2023-08-19 00:00:00,0.2182,0.2245,0.2131,0.2193,8703070.0
2023-08-20 00:00:00,0.2192,0.2239,0.216,0.222,6216738.0
2023-08-21 00:00:00,0.2221,0.2253,0.2057,0.2161,8579602.0
2023-08-22 00:00:00,0.2162,0.2171,0.2034,0.2137,6287960.0
2023-08-23 00:00:00,0.2137,0.2242,0.2118,0.2217,6884660.0
2023-08-24 00:00:00,0.2217,0.2224,0.2114,0.2146,9695558.0
2023-08-25 00:00:00,0.2147,0.2147,0.206,0.208,4938523.0
2023-08-26 00:00:00,0.2079,0.2149,0.2068,0.2085,3564590.0
2023-08-27 00:00:00,0.2085,0.2106,0.2052,0.21,3814521.0
2023-08-28 00:00:00,0.21,0.2111,0.1939,0.2022,9245488.0
2023-08-29 00:00:00,0.2022,0.2298,0.19,0.2238,22299958.0
2023-08-30 00:00:00,0.2239,0.2389,0.2134,0.2359,57699226.0
2023-08-31 00:00:00,0.2359,0.2429,0.21,0.2162,53275231.0
2023-09-01 00:00:00,0.2163,0.2737,0.2117,0.249,93427870.0
